original_title,director,cast,production_companies,genres,keywords,runtime,release_date,release_year,budget,budget_adj,revenue,revenue_adj,vote_count,vote_average,popularity,has_homepage
What's Love Got to Do with It,Brian Gibson,Angela Bassett|Laurence Fishburne|Vanessa Bell Calloway|Rae'Ven Larrymore Kelly|Virginia Capers,Touchstone Pictures,Drama|Music,price of fame|tina turner|black woman|cameo appearance by real life subject|african american music,118,1993-06-09,1993,0,0,0,0,33,7.3,0.17515899999999898,False
Body Snatchers,Abel Ferrara,Gabrielle Anwar|Terry Kinney|Billy Wirth|Christine Elise|Forest Whitaker,Warner Bros. Pictures|Dorset Productions|Robert H. Solo Productions,Horror|Science Fiction|Thriller,military base|toxic|sleeping|extraterrestrial invasion|extraterrestrial life form,87,1993-06-09,1993,13000000,19623109,428868,647363,28,5.5,0.6829029999999989,False
Cliffhanger,Renny Harlin,Sylvester Stallone|John Lithgow|Michael Rooker|Janine Turner|Rex Linn,TriStar Pictures|Canal+|Carolco Pictures|RCS Video|Cliffhanger Productions,Action|Adventure|Thriller,airplane|hijacking|climbing|heist|mountain climbing,112,1993-05-28,1993,70000000,105662897,255000211,384915158,312,6.1,1.041911,False
Super Mario Bros.,Annabel Jankel|Rocky Morton,Bob Hoskins|John Leguizamo|Dennis Hopper|Samantha Mathis|Fisher Stevens,Hollywood Pictures|Cinergi Pictures Entertainment|Allied Filmmakers|Walt Disney|Nintendo,Adventure|Comedy|Family|Fantasy,saving the world|brother brother relationship|royalty|dinosaur|based on video game,104,1993-05-27,1993,42000000,63397738,20844907,31464760,114,4.0,0.8342350000000001,False
Bill Hicks: Revelations,Chris Bould,Bill Hicks,,Comedy,comedian|stand-up|stand up comedy,60,1993-05-27,1993,0,0,0,0,11,7.8,0.012941,False
Made in America,Richard Benjamin,Whoopi Goldberg|Ted Danson|Nia Long|Will Smith|Jennifer Tilly,Regency Enterprises|Warner Bros.,Comedy,car dealer|anonymity|high school|sperm donor,111,1993-05-27,1993,22000000,33208339,0,0,41,5.6,0.268507,False
Menace II Society,Albert Hughes|Allen Hughes,Tyrin Turner|Larenz Tate|Glenn Plummer|Jada Pinkett Smith|Samuel L. Jackson,New Line Cinema,Drama|Action|Crime,black people|drug dealer|ghetto|weapon|delinquency,97,1993-05-26,1993,3500000,5283144,27900000,42114211,94,7.1,0.397807,False
Sliver,Phillip Noyce,Sharon Stone|William Baldwin|Tom Berenger|Polly Walker|Colleen Camp,Paramount Pictures,Drama|Thriller,new york|male nudity|female nudity|sex|based on novel,108,1993-05-21,1993,40000000,60378798,116300000,175551356,62,4.7,1.0389709999999999,False
Hot Shots! Part Deux,Jim Abrahams,Charlie Sheen|Lloyd Bridges|Valeria Golino|Richard Crenna|Rowan Atkinson,Twentieth Century Fox Film Corporation|Sidley Wright & Associates,Action|Comedy|War,swordplay|secret agent|liberation of hostage|saddam hussein|parody,86,1993-05-21,1993,25000000,37736749,133752825,201895871,255,6.1,0.873616,False
The Piano,Jane Campion,Holly Hunter|Harvey Keitel|Sam Neill|Anna Paquin|Cliff Curtis,New South Wales Film & Television Office|The Australian Film Commission|CiBy 2000|Jan Chapman Productions,Romance|Drama,love triangle|scotland|mother|adultery|sexuality,121,1993-05-19,1993,7000000,10566289,116700000,176155144,131,6.8,0.634017,False
The Tommyknockers,John Power,Jimmy Smits|Marg Helgenberger|John Ashton|Allyce Beasley|Robert Carradine,Konigsberg/Sanitsky Company,Horror|Science Fiction,ufo|alien,181,1993-05-09,1993,12,18,0,0,29,4.9,0.396185,False
Much Ado About Nothing,Kenneth Branagh,Kenneth Branagh|Richard Briers|Michael Keaton|Robert Sean Leonard|Keanu Reeves,Renaissance Films|American Playhouse Theatrical Films,Drama|Comedy|Romance,shakespeare|bachelor|new love|rage and hate|lover,111,1993-05-07,1993,8000000,12075759,0,0,95,6.9,0.613093999999999,False
Dragon: The Bruce Lee Story,Rob Cohen,Jason Scott Lee|Lauren Holly|Robert Wagner|Michael Learned|Nancy Kwan,Universal Pictures,Drama|Action,life and death|martial arts|training|bruce lee,120,1993-05-07,1993,14000000,21132579,63513743,95872087,72,6.9,0.140785,False
Dave,Ivan Reitman,Kevin Kline|Sigourney Weaver|Frank Langella|Kevin Dunn|Ving Rhames,Donner/Shuler-Donner Productions|Warner Bros.|Northern Lights Entertainment,Comedy,coma|white house|u.s. president|apoplectic stroke|doppelganger,110,1993-05-07,1993,0,0,63000000,95096607,99,6.2,0.523397,False
Sharpe's Rifles,Tom Clegg,Sean Bean|Brian Cox|Daragh O'Malley|Assumpta Serna|David Troughton,Central|Picture Palace|Celtic Films Entertainment,Action|Adventure|History|War,napoleonic wars,102,1993-05-05,1993,0,0,0,0,11,4.5,0.323442,True
Warlock: The Armageddon,Anthony Hickox,Julian Sands|Chris Young|Paula Marshall|Joanna Pacula|Steve Kahan,Tapestry Films|Trimark Pictures,Fantasy|Horror|Science Fiction,armageddon|warlock,98,1993-05-01,1993,0,0,0,0,20,5.4,0.512054,False
The Dark Half,George A. Romero,Timothy Hutton|Amy Madigan|Michael Rooker|Julie Harris|Robert Joy,Orion Pictures|George A. Romero Productions,Mystery|Horror,sheriff|pseudonym|author|family|high toned,122,1993-04-23,1993,15000000,22642049,10611160,16017227,28,4.9,0.743063,False
Benny & Joon,Jeremiah S. Chechik,Johnny Depp|Mary Stuart Masterson|Aidan Quinn|Julianne Moore|Oliver Platt,Roth-Arnold Productions|Metro-Goldwyn-Mayer (MGM),Action|Comedy|Drama|Romance,brother sister relationship|autism|car garage,98,1993-04-16,1993,0,0,23202734,35023830,124,6.8,0.913982,False
Boiling Point,James B. Harris,Wesley Snipes|Dennis Hopper|Lolita Davidovich|Viggo Mortensen|Seymour Cassel,StudioCanal|Warner Bros.,Drama|Action|Adventure|Crime|Thriller,,92,1993-04-16,1993,0,0,0,0,13,4.7,0.271575,False
This Boyâ€™s Life,Michael Caton-Jones,Robert De Niro|Leonardo DiCaprio|Ellen Barkin|Chris Cooper|Jonah Blechman,Warner Bros.|Knickerbocker Films,Drama,single parent|jealousy|opression|seattle|car mechanic,115,1993-04-09,1993,0,0,4104962,6196316,85,6.7,0.639452999999999,False
Indecent Proposal,Adrian Lyne,Robert Redford|Demi Moore|Woody Harrelson|Seymour Cassel|Oliver Platt,Paramount Pictures,Drama,gambling|adultery|love of one's life|shortage of money|millionaire,117,1993-04-07,1993,38000000,57359858,266614059,402445913,152,5.6,0.410092,False
The Sandlot,David M. Evans,Tom Guiry|Mike Vitar|James Earl Jones|Patrick Renna|Chauncey Leopardi,20th Century Fox,Comedy|Family,sport|fence|baseball glove|lip flubby|steak on black eye,101,1993-04-07,1993,0,0,32416586,48931862,147,7.1,0.750456,False
The Crush,Alan Shapiro,Cary Elwes|Alicia Silverstone|Jennifer Rubin|Kurtwood Smith|Amber Benson,Warner Bros.|Morgan Creek Productions,Drama|Thriller,journalist|obsession|revenge|suspense|erotic thriller,89,1993-04-02,1993,6000000,9056819,13609396,20542974,28,5.9,0.240771,False
Cop and Â½,Henry Winkler,Burt Reynolds|Norman D. Golden II|Ruby Dee|Holland Taylor|Ray Sharkey,Imagine Entertainment|Universal Pictures,Action|Comedy|Family,police|murder|drug|police shootout|laundry drying on clothes line,97,1993-04-02,1993,0,0,0,0,11,5.1,0.261518,False
Splitting Heirs,Robert Young,Eric Idle|Rick Moranis|Barbara Hershey|Catherine Zeta-Jones|John Cleese,Universal Pictures|Prominent Features,Comedy|Foreign,black comedy|inheritance|incest,87,1993-04-02,1993,0,0,3200000,4830303,11,3.4,0.48305200000000004,False
The Adventures of Huck Finn,Stephen Sommers,Elijah Wood|Courtney B. Vance|Robbie Coltrane|Jason Robards|Ron Perlman,Walt Disney Pictures,Action|Adventure|Drama|Family,southern accent|wanted man|lynch mob|reflection in water|lesson,108,1993-04-02,1993,0,0,0,0,15,6.6,0.09373,False
Wong Fei Hung V: Tit gai dau ng gung,Wong Jing,Jet Li|Sharla Cheung Man|Alan Chui Chung-San|Dicky Cheung|Leung Kar-Yan,,Action|Comedy|Foreign,,111,1993-04-01,1993,0,0,0,0,15,5.3,0.093323,False
Point of No Return,John Badham,Bridget Fonda|Gabriel Byrne|Dermot Mulroney|Miguel Ferrer|Anne Bancroft,Warner Bros.|Art Linson Productions,Crime|Drama|Thriller,assassin|death penalty|doomed man|lethal injection,108,1993-03-19,1993,0,0,0,0,55,6.3,0.707901,False
Teenage Mutant Ninja Turtles III,Stuart Gillard,Paige Turco|Stuart Wilson|Sab Shimono|Vivian Wu|Mark Caso,New Line Cinema|Golden Harvest Pictures|Clearwater Holdings Limited,Action|Adventure|Comedy|Family|Fantasy,japan|time travel|ninjas,96,1993-03-17,1993,21,31,42,63,95,5.2,1.02495499999999,False
Fire in the Sky,Robert Lieberman,D. B. Sweeney|Robert Patrick|Craig Sheffer|Peter Berg|Henry Thomas,Paramount Pictures,Drama|Horror|Thriller|Mystery,based on novel|biography|police|woods|ufo,109,1993-03-12,1993,19885552,30016643,19724334,29773289,49,6.4,0.23906,False
CB4,Tamra Davis,Chris Rock|Allen Payne|Phil Hartman|Charlie Murphy|Rachel True,Universal Pictures,Music|Comedy,rap|hip-hop|wheelchair|jeep|satire,89,1993-03-12,1993,0,0,17953778,27100688,16,6.5,0.03797,False
Amos & Andrew,E. Max Frye,Samuel L. Jackson|Michael Lerner|Margaret Colin|Nicolas Cage|Dabney Coleman,Columbia Pictures|New Line Cinema|Castle Rock Entertainment,Action|Comedy,press|bad cop,96,1993-03-05,1993,0,0,0,0,21,4.8,0.39242,False
Swing Kids,Thomas Carter,Robert Sean Leonard|Christian Bale|Frank Whaley|Barbara Hershey|Tushka Bergen,Hollywood Pictures|Touchwood Pacific Partners 1,Music|Drama,suicide|world war ii|musical|anti semitism|nazi resistance,112,1993-03-05,1993,0,0,5632086,8501464,36,7.1,0.285641,False
Mad Dog and Glory,John McNaughton,Robert De Niro|Uma Thurman|Bill Murray|David Caruso|Mike Starr,Universal Pictures|Mad Dog Productions,Comedy|Crime|Romance|Drama,fistfight|police|life-saver|cop|singing,96,1993-03-05,1993,0,0,11081586,16727321,25,5.3,0.665972999999999,False
Fong Sai Yuk,Corey Yuen Kwai,Jet Li|Josephine Siao|Vincent Zhao|Michelle Reis|Paul Chu Kong,Eastern Productions,Adventure|Action|Comedy,kung fu,106,1993-03-04,1993,0,0,3956913,5972841,20,7.1,0.181982,False
Doppelganger,Avi Nesher,Drew Barrymore|George Newbern|Leslie Hope|Dennis Christopher|George Maharis,Planet Productions,Horror|Mystery|Thriller,shower|nudity|nightmare|seduction|stalker,104,1993-03-01,1993,0,0,0,0,10,5.5,0.12659700000000002,False
Falling Down,Joel Schumacher,Michael Douglas|Robert Duvall|Barbara Hershey|Rachel Ticotin|Frederic Forrest,Regency Enterprises|Alcor Films|Canal+|Warner Bros.,Crime|Drama|Thriller,detective|homophobia|desperation|heart attack|vandalism,113,1993-02-26,1993,25000000,37736749,40903593,61742744,380,7.0,0.750847,False
Babylon 5: The Gathering,Richard Compton,Michael Oâ€™Hare|Tamlyn Tomita|Jerry Doyle|Mira Furlan|Peter Jurasik,Babylonian Productions|Synthetic Worlds|Rattlesnake Productions,Science Fiction|Action|Adventure,galaxy|alien life-form|war|killer|space centre,89,1993-02-22,1993,0,0,0,0,21,6.6,0.41173999999999994,False
Untamed Heart,Tony Bill,Christian Slater|Marisa Tomei|Rosie Perez|Kyle Secor|Willie Garson,Metro-Goldwyn-Mayer (MGM),Comedy|Drama|Romance,love|tragedy|orphan|baboon,102,1993-02-12,1993,0,0,18899204,28527780,24,5.9,0.256768,False
Groundhog Day,Harold Ramis,Bill Murray|Andie MacDowell|Chris Elliott|Stephen Tobolowsky|Brian Doyle-Murray,Columbia Pictures,Romance|Fantasy|Drama|Comedy,deja vu|groundhog|weather forecast|telecaster|pennsylvania,101,1993-02-11,1993,14600000,22038261,70906973,107031945,1339,7.2,2.571339,False
Bound by Honor,Taylor Hackford,Damian Chapa|Jesse Borrego|Benjamin Bratt|Enrique Castillo|Victor Rivers,Hollywood Pictures,Action|Crime|Drama|Thriller,juvenile prison|artist|jail|east l.a.|hood,180,1993-02-05,1993,35000000,52831448,0,0,61,7.7,0.62502,False
Sommersby,Jon Amiel,Jodie Foster|Richard Gere|Bill Pullman|James Earl Jones|Lanny Flaherty,Canal Plus|Regency Enterprises|Alcor Films,Drama|Thriller|Mystery|Romance,southern u.s.|wife husband relationship|amnesia|war veteran|return,109,1993-02-05,1993,0,0,140081992,211449559,43,5.9,0.502196,False
The Vanishing,George Sluizer,Kiefer Sutherland|Jeff Bridges|Nancy Travis|Sandra Bullock|Park Overall,Twentieth Century Fox Film Corporation,Thriller|Drama|Mystery,buried alive,109,1993-02-05,1993,0,0,0,0,54,5.9,0.653566,False
National Lampoon's Loaded Weapon 1,Gene Quintano,Emilio Estevez|Samuel L. Jackson|Jon Lovitz|Tim Curry|Kathy Ireland,New Line Cinema,Comedy,cocaine|police|spoof|los angeles,84,1993-02-04,1993,8,12,27,40,72,5.5,0.49001300000000003,False
Homeward Bound: The Incredible Journey,Duwayne Dunham,Michael J. Fox|Sally Field|Don Ameche|Robert Hays|Kim Greist,Walt Disney Pictures,Adventure|Comedy|Drama|Family,cat|travel|dog,84,1993-02-03,1993,0,0,0,0,111,6.6,0.624363,False
AcciÃ³n mutante,Ãlex de la Iglesia,Antonio Resines|Alex Angulo|FrÃ©dÃ©rique Feder|Juan Viadas|Karra Elejalde,CiBy 2000|El Deseo S.A.,Action|Comedy|Science Fiction,terrorist|mutant|future,94,1993-02-03,1993,0,0,0,0,18,5.6,0.085043,False
Children of the Corn II: The Final Sacrifice,David Price,Terence Knox|Paul Scherrer|Ryan Bollman|Christie Clark|Rosalind Allen,Corn Cobb Productions|Dimension Films|Fifth Avenue Entertainment,Horror|Mystery,indian|possession,92,1993-01-29,1993,900000,1358522,6980986,10537588,15,4.7,0.286492,False
Matinee,Joe Dante,John Goodman|Cathy Moriarty|Simon Fenton|Omri Katz|Lisa Jakub,Universal Pictures|Falcon Productions|Renfield Productions,Comedy|Drama,florida|cold war|movie theater|premiere|bomb shelter,99,1993-01-29,1993,0,0,9532895,14389618,15,6.0,0.29896,False
Sniper,Luis Llosa,Tom Berenger|Billy Zane|J. T. Walsh|Ken Radley|Reynaldo Arenas,TriStar Pictures|Iguana Producciones|Baltimore Pictures|Sniper Productions,Action|Drama|Thriller,fistfight|waterfall|jungle|marine|sniper rifle,98,1993-01-29,1993,0,0,18994653,28671858,52,6.1,0.504682,False
Stalingrad,Joseph Vilsmaier,Dominique Horwitz|Thomas Kretschmann|Jochen Nickel|Sebastian Rudolph|Dana VÃ¡vrovÃ¡,Royal Film|Bavaria Film|B.A. Produktion|Perathon Film-und Fernsehproduktions,Drama|History|War,general|world war ii|soviet troops|adolf hitler|stalingrad,134,1993-01-21,1993,0,0,0,0,51,6.6,1.023326,False
Sing si lip yan,Wong Jing,Jackie Chan|Joey Wong|Richard Norton|Kumiko Goto|é‚±æ·‘è²ž,Golden Harvest Company|Golden Way Films Ltd.|Paragon Films Ltd.,Action|Adventure|Comedy|Romance,martial arts|terrorist|boat|hostage|spoof,105,1993-01-16,1993,0,0,0,0,38,6.6,0.20979499999999998,False
Nowhere to Run,Robert Harmon,Jean-Claude Van Damme|Rosanna Arquette|Kieran Culkin|Ted Levine|Tiffany Taubman,Columbia Pictures,Action|Adventure|Drama|Thriller,prisoner|fight|liberation|shelter,94,1993-01-15,1993,0,0,0,0,60,5.6,0.711412,False
Alive,Frank Marshall,Ethan Hawke|Vincent Spano|Bruce Ramsay|David Kriegel|Josh Hamilton,Paramount Pictures|Touchstone Pictures,Action|Adventure|Drama|Thriller,rugby|stranded|survival|plane wreck|plane crash,120,1993-01-15,1993,32000000,48303038,36733909,55448732,198,6.7,0.519349,False
Body of Evidence,Uli Edel,Madonna|Willem Dafoe|Julianne Moore|Anne Archer|JÃ¼rgen Prochnow,Metro-Goldwyn-Mayer (MGM),Drama|Thriller|Romance,sex|infidelity|eroticism|nudity|seduction,99,1993-01-15,1993,30000000,45284098,13273595,20036092,25,4.4,0.39481700000000003,True
Trois couleurs : Bleu,Krzysztof KieÅ›lowski,Juliette Binoche|BenoÃ®t RÃ©gent|Florence Pernel|Charlotte VÃ©ry|HÃ©lÃ¨ne Vincent,France 3 CinÃ©ma|CED Productions,Drama|Music|Mystery,paris|composer|pain|loss of husband|to compose,98,1993-01-10,1993,0,0,0,0,167,7.5,0.563653,False
Leprechaun,Mark Jones,Warwick Davis|Jennifer Aniston|Ken Olandt|Mark Holton|Robert Hy Gorman,Trimark Pictures,Comedy|Horror|Thriller,daughter|kobold|kleeblatt|north dakota|murder,92,1993-01-08,1993,900000,1358522,8556940,12916443,51,5.5,0.134756,False
Arizona Dream,Emir Kusturica,Johnny Depp|Jerry Lewis|Faye Dunaway|Lili Taylor|Vincent Gallo,Hachette PremiÃ¨re|Canal+|Constellation|Union GÃ©nÃ©rale CinÃ©matographique (UGC),Fantasy|Comedy|Drama|Romance,flying|arizona|car dealer|american dream|self-discovery,142,1993-01-06,1993,19000000,28679929,0,0,86,7.1,0.40913499999999997,False
Son of the Pink Panther,Blake Edwards,Roberto Benigni|Herbert Lom|Claudia Cardinale|Shabana Azmi|Debrah Farentino,International Traders,Comedy|Foreign,,93,1993-01-01,1993,25000000,37736749,2438031,3680134,15,4.0,0.336871,False
American Ninja 5,Bobby Gene Leonard,David Bradley|Lee Reyes|Anne Dupont|Pat Morita|James Lew,Cannon Group|International Movie Service S.r.l.,Action|Thriller,ninjas,102,1993-01-01,1993,0,0,0,0,10,4.2,0.230512,False
Lorenzo's Oil,George Miller,Susan Sarandon|Nick Nolte|Peter Ustinov|Ann Hearn|Maduka Steady,Universal Pictures,Drama,parents kids relationship|medicine|loss of child|dying and death,135,1992-12-30,1992,0,0,7286388,11323223,52,6.2,0.234375,False
Nemesis,Albert Pyun,Olivier Gruner|Tim Thomerson|Deborah Shelton|Cary-Hiroyuki Tagawa|Merle Kennedy,Scanbox|Imperial Entertainment|Shah/Jensen,Science Fiction|Thriller,cyborg,94,1992-12-26,1992,0,0,0,0,19,5.0,0.155454,False
Trespass,Walter Hill,Bill Paxton|Ice-T|William Sadler|Ice Cube|Art Evans,Universal Pictures,Action|Adventure|Crime|Thriller,,101,1992-12-25,1992,0,0,0,0,14,5.9,0.180399,False
Hoffa,Danny DeVito,Jack Nicholson|Danny DeVito|Armand Assante|J. T. Walsh|John C. Reilly,Jersey Films|Twentieth Century Fox Film Corporation,Crime|History,policy and organisations|power|trade union|gangster,140,1992-12-25,1992,35000000,54390848,0,0,31,5.8,0.13229000000000002,False
Scent of a Woman,Martin Brest,Al Pacino|Chris O'Donnell|James Rebhorn|Gabrielle Anwar|Philip Seymour Hoffman,Universal Pictures|City Light Films,Drama,suicide attempt|blindness and impaired vision|thanksgiving|boarding school|prank,157,1992-12-23,1992,31000000,48174751,134095253,208387275,435,7.1,0.775666,False
Leap of Faith,Richard Pearce,Steve Martin|Debra Winger|Lolita Davidovich|Liam Neeson|Lukas Haas,Paramount Pictures,Comedy|Drama|Romance,cheating|small town|supernatural powers|preacher,108,1992-12-18,1992,0,0,0,0,21,4.8,0.218442,False
Toys,Barry Levinson,Robin Williams|Michael Gambon|Joan Cusack|Robin Wright|Jack Warden,20th Century Fox|Baltimore Pictures,Fantasy|Comedy|Science Fiction,brother brother relationship|loss of brother|loss of father|toy|company,118,1992-12-18,1992,0,0,23278931,36176023,83,4.9,0.633704,False
Chaplin,Richard Attenborough,Robert Downey Jr.|Geraldine Chaplin|Paul Rhys|John Thaw|Moira Kelly,Le Studio Canal+|TriStar Pictures|Japan Satellite Broadcasting (JBS)|Carolco Pictures|RCS Video,Drama,success|politics|escape|family|actor,143,1992-12-18,1992,0,0,0,0,113,7.4,0.392092,False
Sidekicks,Aaron Norris,Beau Bridges|Jonathan Brandis|Chuck Norris|Mako|Julia Nickson,Vision PDG|Gallery Films,Action|Adventure|Drama|Family,martial arts|karate|computer|bully|daydreaming,101,1992-12-17,1992,0,0,0,0,15,5.7,0.144296,False
Forever Young,Steve Miner,Mel Gibson|Jamie Lee Curtis|Elijah Wood|Isabel Glasser|George Wendt,Icon Entertainment International|Warner Bros.,Adventure|Fantasy|Drama|Science Fiction|Romance,test person|us air force|airplane|experiment with human beings,102,1992-12-16,1992,0,0,128000000,198915104,143,5.8,0.474174,False
A Few Good Men,Rob Reiner,Tom Cruise|Jack Nicholson|Demi Moore|Kevin Bacon|Kiefer Sutherland,Castle Rock Entertainment|Columbia Pictures Corporation,Drama|Thriller,suicide|underdog|suspicion of murder|court case|sentence,138,1992-12-11,1992,40000000,62160970,243240178,378001136,502,6.9,1.199355,True
The Muppet Christmas Carol,Brian Henson,Michael Caine|Don Austen|Meredith Braun|Don Austen|Ed Sanders,"Walt Disney Pictures|Jim Henson Company, The",Comedy|Family|Fantasy|Drama,holiday|future|musical|past|scrooge,85,1992-12-10,1992,0,0,27281507,42396123,96,7.1,0.6871970000000001,False
The Distinguished Gentleman,Jonathan Lynn,Eddie Murphy|Lane Smith|Sheryl Lee Ralph|Joe Don Baker|Victoria Rowell,Hollywood Pictures,Comedy,bestechung|business man|greed|falling in love,112,1992-12-04,1992,0,0,46434570,72160448,35,5.8,0.28313299999999997,False
Belle Ã‰poque,Fernando Trueba,PenÃ©lope Cruz|Gabino Diego|Ariadna Gil|Fernando FernÃ¡n GÃ³mez|AgustÃ­n GonzÃ¡lez,Sogepaq|AnimatÃ³grafo|Fernando Trueba Producciones CinematogrÃ¡ficas,Comedy|Drama|Foreign|Romance,jealousy|tango|marriage|politics|party,109,1992-12-04,1992,0,0,0,0,13,6.9,0.128025,False
